index,Primary Investor Type,target Investment Country,Investment Type,Preferred Industry
1762,4,0,0,0
1763,4,0,0,0
1764,0,0,0,0
1765,4,0,0,0
1766,4,0,0,0
1767,4,0,0,0
1768,4,0,0,0
1769,4,0,0,0
1770,4,0,0,0
1771,131,52,0,"84,108,120,183"
1772,"21",114,"0",0
1773,"60",114,"0",0
1774,"97",104,"0",0
1775,"21",0,"0","89,144"
1776,59,6,0,"0",0
1777,4,0,0,0
1778,4,0,0,0
1779,4,0,0,0
1780,4,0,0,0
1781,4,0,0,0
1782,4,0,0,0
1783,4,0,0,0
1784,4,0,0,0
1785,4,0,0,0
1786,4,0,0,0
1787,4,0,0,0
1788,"21",0,"0",0
1789,21,0,0,"129,214"
1790,"21",46,"0","0"
1791,"21",54,"0","174"
1792,"21",0,"0","85,174"
1793,"21",0,"0","8,19,225"
1794,"21",0,"0","241"
1795,"131","46,91",0,"85,101,153"
1796,"21",0,"0","89"
1797,"1,64",6,"0","101,129,246,255"
1798,"85",0,"0","106"
1799,"21",0,"0",231
1800,"21",0,"0","6"
1801,74,9,0,"84,85,101,111,129,136,143,167,227,262,274"
1802,21,54,"0",85
1803,"21",0,"0","107,129"
1804,"21",114,"0",111
1805,"21",0,"0","57,59"
1806,"42",0,"0",0
1807,131,0,0,"30,108,227"
1808,"85",0,"0",35
1810,"131",0,"26,49",0
1811,0,0,0,0
1812,0,0,0,0
1813,"21",0,"0","224,256"
1814,"21",0,"0","54"
1815,21,0,0,211
1816,"42",114,"0","227"
1817,21,114,0,"54"
1818,"107",0,"0",0
1819,"21",0,"0","85"
1820,4,0,0,0
1821,"59",0,"30",0
1822,"21",0,"0","222"
1823,"77",0,"0",0
1824,"21",0,"0","54"
1825,"21",0,"0","9,107"
1827,"50,131",0,"0","85,129,224"
1830,0,0,0,0
1876,"21",0,"0","8,19"
1877,"21",0,"0",0
1878,"131",54,"0",30
1879,21,0,0,218
1880,21,0,0,64
1881,"21",54,"0","182,224"
1882,"74",0,"0","180,189,227"
1883,"42",0,"0","129,227"
1884,74,52,0,0
1885,"21",0,"0",22
1886,"97",75,0,"107,227"
1887,"21",54,"0","112,171"
1888,"131",100,"0",0
1889,21,0,0,91
1890,"21",0,"0",91
1891,"1,64",0,"26",0
1892,"97",54,"0","34,129,151,152,171,175,182,232"
1893,1,"54",0,"7,42,108,128,180"
1894,21,0,0,101
1895,131,16,0,0
1896,21,0,"0",109
1897,"21",0,"0",54
1898,0,0,0,0
1899,"131",0,"0","7,42,66,83,99,108,129,154,221"
1900,21,0,0,206
1901,0,0,0,0
1903,4,0,0,0
1904,21,0,0,"231"
1905,21,0,0,14
1907,"21",36,"0",232
1908,97,0,0,"34,36,57,108"
1909,4,0,0,0
1910,"85",0,"0",0
1911,21,0,0,151
1914,0,0,0,0
1915,"21",0,"0",206
1917,"85",0,"0",35
1918,74,0,0,"227"
1919,"21",0,"0",173
1920,0,0,0,0
1921,0,0,0,0
1922,"85",0,"0",111
1923,"85",54,"0",130
1924,4,0,0,0
1925,"74",0,"0","227"
1927,4,0,0,0
1928,"50",0,"0",0
1929,"21",0,"0",263
1931,"6",105,"0","6,28,45,69,72"
1932,"80",0,"0",0
1933,0,0,0,0
1934,4,0,0,0
1936,"21",0,"0",227
1937,0,0,0,0
1938,"74",0,"0","227"
1939,"131",0,"0","30,129,214"
1940,0,0,0,0
1941,"50",46,"0",0
1943,"85",0,"0",61
1944,"85",0,"0",35
1945,"42",113,"0","26,49",0
1946,0,0,0,0
1947,21,0,"0",263
1949,"85",0,"0","54"
1952,"21",0,"0",14
1953,0,0,0,0
1954,0,0,0,0
1955,"21",0,"0","173,263"
1956,0,0,0,0
1957,"21",0,"0","173,54"
1958,"21",0,"0","54"
1961,"21",0,"0","171"
1962,"21",0,"0","99"
1963,56,21,0,"129,254"
1964,"21",0,"0",54
1966,"42",114,"0",0
1967,"85",0,"0",188
1968,"59",0,"0",0
1969,21,0,0,167
1970,"74",0,"0","227"
1971,"97,107",0,"10,18,39,73","57,129,171"
1972,"97",0,"0","129,171"
1973,"21",0,"0","126"
1975,"21",0,"0","275"
1976,"85",0,"0","275"
1977,23,0,0,0
1978,21,46,0,"234"
1979,"21",0,"0",0
1980,"85",0,"0","111"
1981,"85",0,"0",0
1982,"85",0,"0","177,212"
1983,4,0,0,0
1984,"21",0,"0","180"
1986,"42",0,"0","0"
1987,"87",0,"0","107"
1988,4,0,0,0
1989,0,0,0,0
1990,"71",0,"0",0
1991,"6",46,"0",0
1992,58,0,"0","57,100,108,221,227"
1993,"9",0,"0","6,45,69,72,107,262"
1994,6,0,"41,69,72",0
1995,"115",0,"0",0
1997,4,0,0,0
1998,0,0,0,0
1999,4,0,0,0
2000,21,0,0,111
2001,21,110,"0",256
2002,"85",46,"0",22
2003,"21",0,"0","203"
2004,0,0,0,0
2005,0,0,0,0
2007,"85",110,"0",0
2008,"21",0,"0","218"
2009,59,0,"35","0"
2010,0,0,0,0
2012,0,0,0,0
2014,"50",0,"0",0
2015,"85",0,"0","14,212"
2016,"21",0,"0","0"
2017,0,0,0,0
2018,"85",6,"0","153"
2019,131,46,0,0
2020,"131",0,"0",8
2021,"131",0,"40","8,19,57,84,101,108,128,175,255"
2022,"131",0,"0","100,108,153,154"
2023,131,100,0,255
2024,131,0,0,"8,91,108"
2025,"24",0,"0",0
2026,"131",35,"0",0
2027,"97",0,"0","36,80,108,153,171,254,256"
2028,"107,131",0,"0","66,129,144,154"
2029,"21",0,"0","153"
2030,"60",0,"0",0
2031,0,0,0,0
2032,"131",114,"26","108,128"
2033,"21",35,"0",235
2034,6,0,0,0
2035,"11",0,"0",0
2036,131,0,0,"84,108"
2037,"21",0,"0",54
2038,"6",0,"0",0
2039,78,98,0,0
2040,"21",0,"0",153
2041,21,0,0,155
2042,21,45,0,211
2043,"21",54,"0","167"
2044,"21",0,"0",173
2045,"21",0,"0",6
2046,"21",0,"0",0
2047,"21",0,"0","242"
2048,131,37,0,"34,36,57,153,255"
2049,"21",0,"0",188
2050,"21",0,"0",0
2051,97,0,0,0
2052,4,0,0,0
2053,4,0,0,0
2054,4,0,0,0
2055,4,0,0,0
2056,4,0,0,0
2057,4,0,0,0
2058,0,0,0,0
2059,85,36,0,135
2060,"97",0,"0","57,59,91,101,111,120,136,255"
2061,"74",0,"0","227"
2062,97,10,0,262
2063,"21",0,"0",227
2064,"64",0,"0",0
2065,4,0,0,0
2066,"28",0,"0",153
2067,"21",0,"0",0
2068,0,0,0,0
2069,85,0,0,0
2070,0,0,0,0
2071,"6",0,"0",0
2072,"85",0,"0",22
2073,85,0,0,22
2074,"21",54,"0",0
2075,"85",35,"0",14
2076,"97",35,"0",171
2077,"131",0,"26",0
2078,"97",0,"0","5,107,154,227,256"
2079,4,0,0,0
2080,4,0,0,0
2081,4,0,0,0
2082,4,0,0,0
2083,4,0,0,0
2084,4,0,0,0
2085,4,0,0,0
2086,4,0,0,0
2087,4,0,0,0
2088,4,0,0,0
2089,4,0,0,0
2090,0,0,0,0
2091,4,0,0,0
2092,4,0,0,0
2093,4,0,0,0
2094,0,0,0,0
2095,"21",0,"0",263
2096,4,0,0,0
2097,4,0,0,0
2098,"85",0,"0","275"
2099,"85",75,"0","213"
2100,4,0,0,0
2101,4,0,0,0
2102,"21",0,"0",120
2103,4,0,0,0
2104,4,0,0,0
2105,4,0,0,0
2106,4,0,0,0
2107,4,0,0,0
2108,4,0,0,0
2110,4,0,0,0
2111,4,0,0,0
2112,"21",0,"0",231
2113,"50",0,"0",0
2114,4,0,0,0
2115,4,0,0,0
2116,4,0,0,0
2117,"74",0,"0","227"
2118,85,0,0,"111,212"
2119,4,0,0,0
2120,4,0,0,0
2121,4,0,0,0
2122,4,0,0,0
2123,"21",0,"0",227
2124,4,0,0,0
2125,4,0,0,0
2126,4,0,0,0
2127,4,0,0,0
2128,4,0,0,0
2129,4,0,0,0
2130,4,0,0,0
2131,4,0,0,0
2132,4,0,0,0
2133,4,0,0,0
2134,4,0,0,0
2135,4,0,0,0
2136,0,0,0,0
2137,4,0,0,0
2138,4,0,0,0
2139,"74",0,"0",227
2140,4,0,0,0
2141,4,0,0,0
2142,4,0,0,0
2143,4,0,0,0
2144,4,0,0,0
2145,4,0,0,0
2146,21,0,0,169
2147,4,0,0,0
2148,4,0,0,0
2149,4,0,0,0
2150,"21",0,"0",22
2151,"85",0,"0","14"
2152,4,0,0,0
2153,4,0,0,0
2154,21,0,0,"275"
2155,"21",0,"0","111,206"
2156,131,0,"26,40,49,81","57,153"
2157,"59",114,"0","31,107,129,165,255"
2159,4,0,0,0
2160,4,0,0,0
2161,4,0,0,0
2162,4,0,0,0
2163,4,0,0,0
2164,4,0,0,0
2165,"21",0,"0","111,231"
2166,"85",80,"0","35"
2167,"21",0,"0","120,268"
2168,"21",52,"0",39
2169,21,0,0,211
2170,"21",0,"0","227"
2172,"21",0,"0","129,247"
2173,0,0,0,0
2174,"85",0,"0","22"
2175,4,0,0,0
2176,"74",0,"0","227"
2177,4,0,0,0
2178,"21",0,"0","129"
2179,"21",0,"0","129,247"
2180,59,0,0,0
2181,74,0,0,0
2183,"74",0,"0","151,182,227,232"
2184,21,0,0,"5"
2185,80,0,0,"22,54,129,144"
2186,80,114,0,"129"
2187,80,0,0,"54,85,99,107,129,151,171"
2188,4,0,0,0
2189,"69",0,"0",0
2190,0,0,0,0
2191,97,0,0,"129,171,255"
2192,131,0,0,255
2193,4,0,0,0
2194,"131",0,"0","36,57,107"
2195,"21",0,"0","10"
2196,"59",0,"0",0
2197,"131",0,"0","34,36,100,235,241"
2198,"2",0,"0",0
2200,"2",0,"0","129,151"
2201,"80",0,"0","129,144,153,254,255,256"
2202,0,0,0,0
2203,"21",0,"0","111,206"
2204,21,0,0,116
2205,"21",0,"0","106"
2206,0,0,0,0
2207,"21",0,"0","26"
2208,"129",0,"0","85"
2209,"21",0,"0",0
2211,4,0,0,0
2212,4,0,0,0
2213,4,0,0,0
2214,4,0,0,0
2215,4,0,0,0
2216,"21",0,"0",111
2217,0,0,0,0
2218,97,0,0,"50,154,255"
2219,"85",0,"0",0
2220,"21",0,"0",111
2221,4,0,0,0
2222,"97",46,"0",0
2223,4,0,0,0
2224,4,0,0,0
2225,4,0,0,0
2226,4,0,0,0
2227,"21",0,"0",0
2228,4,0,0,0
2229,4,0,0,0
2230,4,0,0,0
2231,"21",75,"0","111"
2232,4,0,0,0
2233,4,0,0,0
2234,4,0,0,0
2235,6,0,0,"157,255"
2236,4,0,0,0
2237,4,0,0,0
2238,4,0,0,0
2239,"85",0,"0",135
2240,4,0,0,0
2241,4,0,0,0
2242,4,0,0,0
2243,4,0,0,0
2244,4,0,0,0
2245,4,0,0,0
2246,4,0,0,0
2247,4,0,0,0
2248,4,0,0,0
2249,4,0,0,0
2250,4,0,0,0
2251,4,0,0,0
2252,4,0,0,0
2253,4,0,0,0
2254,4,0,0,0
2255,4,0,0,0
2256,4,0,0,0
2257,"74",0,"0",227
2258,4,0,0,0
2259,21,0,0,237
2260,0,0,0,0
2261,4,0,0,0
2262,4,0,0,0
2263,4,0,0,0
2264,71,0,0,"91,154,230"
2265,"85",35,"0",22
2267,4,0,0,0
2268,4,0,0,0
2269,"21",0,"0",33
2270,"21",75,"0",0
2271,4,0,0,0
2272,4,0,0,0
2273,4,0,0,0
2274,4,0,0,0
2276,21,0,0,"153"
2277,85,0,0,0
2278,"214",0,"0",129
2279,4,0,0,0
2280,4,0,0,0
2281,"6",0,"0","107"
2282,"21",0,"0","54,99"
2283,97,29,0,"34,36,108,171,177"
2284,131,0,0,0
2285,21,0,0,"89"
2286,"21",0,"0","120"
2287,"50",105,"0","0"
2288,"97",105,"0","129,151"
2289,"21",0,"0",22
2290,"1,64",0,"0",0
2291,"21",0,"0",0
2292,0,0,0,0
2293,"74",0,"0","180,182,227"
2294,97,0,0,"50,151,263"
2295,21,0,"0","154,235"
2296,0,0,0,0
2297,0,0,0,0
2298,74,0,"72","180,227"
2299,97,0,0,"36,171"
2300,"85",0,"0","214"
2301,21,0,0,"91,206"
2302,4,0,0,0
2303,4,0,0,0
2304,4,0,0,0
2305,4,0,0,0
2306,4,0,0,0
2307,4,0,0,0
2308,4,0,0,0
2309,4,0,0,0
2310,4,0,0,0
2311,"21",0,"0",211
2312,4,0,0,0
2313,4,0,0,0
2314,4,0,0,0
2315,4,0,0,0
2316,4,0,0,0
2317,4,0,0,0
2318,4,0,0,0
2319,4,0,0,0
2320,4,0,0,0
2321,4,0,0,0
2322,4,0,0,0
2323,4,0,0,0
2324,4,0,0,0
2325,4,0,0,0
2326,"21",0,"0",107
2327,"21",0,"0",0
2328,"97",114,"0","107,153,167,241,249"
2329,"85",0,"0",0
2330,4,0,0,0
2331,131,"6,37,85",0,"6,91,107,262"
2332,"53",92,"0",0
2333,4,0,0,0
2334,"85",0,"0",0
2335,"59",0,"54","0"
2336,21,0,0,0
2337,"21",0,"0","129,155"
2338,"131",21,"0",0
2339,4,0,0,0
2340,"21",0,"0",0
2341,"85",0,"0","89,90"
2342,"131",14,"0","31,64"
2343,4,0,0,0
2344,21,0,0,188
2345,"24",0,"0",153
2346,"21",0,"0",0
2347,74,45,0,"227"
2348,97,95,"40",0
2349,0,0,0,0
2350,"21",0,"0","187"
2351,"85",0,"0","89,90,210"
2352,97,0,0,0
2353,42,0,"26,49,81",0
2354,"21",0,"0","91,230"
2355,74,43,0,"85,91,107,129,188"
2356,"21",0,"0","241"
2357,"85",0,"0","257"
